route_id,service_id,trip_id,direction_id,shape_id,trip_headsign,block_id
1_1,1_87865,1_170915_10_0,0,1_1_0,,
1_1,1_87865,1_170915_12_0,0,1_1_0,,
1_1,1_87865,1_170915_2_0,0,1_1_0,,
1_1,1_87865,1_170915_4_0,0,1_1_0,,
1_1,1_87865,1_170915_6_0,0,1_1_0,,
1_1,1_87865,1_170915_-7_0,0,svc_1_170915_-7,,
1_1,1_87865,1_170915_-8_0,0,svc_1_170915_-8,,
1_1,1_87865,1_170916_10_0,0,1_1_0,,
1_1,1_87865,1_170916_12_0,0,1_1_0,,
1_1,1_87865,1_170916_14_0,0,1_1_0,,
1_1,1_87865,1_170916_2_0,0,1_1_0,,
1_1,1_87865,1_170916_4_0,0,1_1_0,,
1_1,1_87865,1_170916_6_0,0,1_1_0,,
1_1,1_87865,1_170916_-7_0,0,svc_1_170916_-7,,
1_1,1_87865,1_170916_-8_0,0,svc_1_170916_-8,,
1_1,1_87865,1_170916_-99_0,0,svc_1_170916_-99,,
1_1,1_87865,1_170915_1_1,1,1_1_1,,
1_1,1_87865,1_170915_11_1,1,1_1_1,,
1_1,1_87865,1_170915_3_1,1,1_1_1,,
1_1,1_87865,1_170915_5_1,1,1_1_1,,
1_1,1_87865,1_170915_9_1,1,1_1_1,,
1_1,1_87865,1_170916_11_1,1,1_1_1,,
1_1,1_87865,1_170916_13_1,1,1_1_1,,
1_1,1_87865,1_170916_3_1,1,1_1_1,,
1_1,1_87865,1_170916_5_1,1,1_1_1,,
1_1,1_87865,1_170916_9_1,1,1_1_1,,
1_1,1_87866,1_170917_2_0,0,1_1_0,,
1_1,1_87866,1_170917_4_0,0,1_1_0,,
1_1,1_87866,1_170917_6_0,0,1_1_0,,
1_1,1_87866,1_170917_-99_0,0,svc_1_170917_-99,,
1_1,1_87866,1_170918_2_0,0,1_1_0,,
1_1,1_87866,1_170918_4_0,0,1_1_0,,
1_1,1_87866,1_170918_-99_0,0,svc_1_170918_-99,,
1_1,1_87866,1_170917_1_1,1,1_1_1,,
1_1,1_87866,1_170917_3_1,1,1_1_1,,
1_1,1_87866,1_170917_5_1,1,1_1_1,,
1_1,1_87866,1_170918_1_1,1,1_1_1,,
1_1,1_87866,1_170918_3_1,1,1_1_1,,
1_1,1_87867,1_170919_10_0,0,1_1_0,,
1_1,1_87867,1_170919_12_0,0,1_1_0,,
1_1,1_87867,1_170919_2_0,0,1_1_0,,
1_1,1_87867,1_170919_4_0,0,1_1_0,,
1_1,1_87867,1_170919_-5_0,0,svc_1_170919_-5,,
1_1,1_87867,1_170919_-6_0,0,svc_1_170919_-6,,
1_1,1_87867,1_170919_8_0,0,1_1_0,,
1_1,1_87867,1_170920_-10_0,0,svc_1_170920_-10,,
1_1,1_87867,1_170920_12_0,0,1_1_0,,
1_1,1_87867,1_170920_14_0,0,1_1_0,,
1_1,1_87867,1_170920_2_0,0,1_1_0,,
1_1,1_87867,1_170920_4_0,0,1_1_0,,
1_1,1_87867,1_170920_6_0,0,1_1_0,,
1_1,1_87867,1_170920_8_0,0,1_1_0,,
1_1,1_87867,1_170920_-9_0,0,svc_1_170920_-9,,
1_1,1_87867,1_170920_-99_0,0,svc_1_170920_-99,,
1_1,1_87867,1_170919_1_1,1,1_1_1,,
1_1,1_87867,1_170919_11_1,1,1_1_1,,
1_1,1_87867,1_170919_3_1,1,1_1_1,,
1_1,1_87867,1_170919_7_1,1,1_1_1,,
1_1,1_87867,1_170919_9_1,1,1_1_1,,
1_1,1_87867,1_170920_11_1,1,1_1_1,,
1_1,1_87867,1_170920_13_1,1,1_1_1,,
1_1,1_87867,1_170920_3_1,1,1_1_1,,
1_1,1_87867,1_170920_5_1,1,1_1_1,,
1_1,1_87867,1_170920_7_1,1,1_1_1,,
1_1,1_87868,1_170921_2_0,0,1_1_0,,
1_1,1_87868,1_170921_4_0,0,1_1_0,,
1_1,1_87868,1_170921_-99_0,0,svc_1_170921_-99,,
1_1,1_87868,1_170922_2_0,0,1_1_0,,
1_1,1_87868,1_170922_4_0,0,1_1_0,,
1_1,1_87868,1_170922_6_0,0,1_1_0,,
1_1,1_87868,1_170922_-99_0,0,svc_1_170922_-99,,
1_1,1_87868,1_170921_1_1,1,1_1_1,,
1_1,1_87868,1_170921_3_1,1,1_1_1,,
1_1,1_87868,1_170922_1_1,1,1_1_1,,
1_1,1_87868,1_170922_3_1,1,1_1_1,,
1_1,1_87868,1_170922_5_1,1,1_1_1,,
1_1,1_87869,1_170923_2_0,0,1_1_0,,
1_1,1_87869,1_170923_4_0,0,1_1_0,,
1_1,1_87869,1_170923_-99_0,0,svc_1_170923_-99,,
1_1,1_87869,1_170924_2_0,0,1_1_0,,
1_1,1_87869,1_170924_4_0,0,1_1_0,,
1_1,1_87869,1_170924_6_0,0,1_1_0,,
1_1,1_87869,1_170924_-99_0,0,svc_1_170924_-99,,
1_1,1_87869,1_170923_1_1,1,1_1_1,,
1_1,1_87869,1_170923_3_1,1,1_1_1,,
1_1,1_87869,1_170924_1_1,1,1_1_1,,
1_1,1_87869,1_170924_3_1,1,1_1_1,,
1_1,1_87869,1_170924_5_1,1,1_1_1,,
1_1,1_87870,1_170925_10_0,0,1_1_0,,
1_1,1_87870,1_170925_12_0,0,1_1_0,,
1_1,1_87870,1_170925_2_0,0,1_1_0,,
1_1,1_87870,1_170925_4_0,0,1_1_0,,
1_1,1_87870,1_170925_-5_0,0,svc_1_170925_-5,,
1_1,1_87870,1_170925_-6_0,0,svc_1_170925_-6,,
1_1,1_87870,1_170925_8_0,0,1_1_0,,
1_1,1_87870,1_170926_10_0,0,1_1_0,,
1_1,1_87870,1_170926_12_0,0,1_1_0,,
1_1,1_87870,1_170926_14_0,0,1_1_0,,
1_1,1_87870,1_170926_2_0,0,1_1_0,,
1_1,1_87870,1_170926_4_0,0,1_1_0,,
1_1,1_87870,1_170926_6_0,0,1_1_0,,
1_1,1_87870,1_170926_-7_0,0,svc_1_170926_-7,,
1_1,1_87870,1_170926_-8_0,0,svc_1_170926_-8,,
1_1,1_87870,1_170926_-99_0,0,svc_1_170926_-99,,
1_1,1_87870,1_170925_1_1,1,1_1_1,,
1_1,1_87870,1_170925_11_1,1,1_1_1,,
1_1,1_87870,1_170925_3_1,1,1_1_1,,
1_1,1_87870,1_170925_7_1,1,1_1_1,,
1_1,1_87870,1_170925_9_1,1,1_1_1,,
1_1,1_87870,1_170926_11_1,1,1_1_1,,
1_1,1_87870,1_170926_13_1,1,1_1_1,,
1_1,1_87870,1_170926_3_1,1,1_1_1,,
1_1,1_87870,1_170926_5_1,1,1_1_1,,
1_1,1_87870,1_170926_9_1,1,1_1_1,,
1_1,1_87871,1_170927_2_0,0,1_1_0,,
1_1,1_87871,1_170927_4_0,0,1_1_0,,
1_1,1_87871,1_170927_6_0,0,1_1_0,,
1_1,1_87871,1_170927_-99_0,0,svc_1_170927_-99,,
1_1,1_87871,1_170928_2_0,0,1_1_0,,
1_1,1_87871,1_170928_4_0,0,1_1_0,,
1_1,1_87871,1_170928_-99_0,0,svc_1_170928_-99,,
1_1,1_87871,1_170927_1_1,1,1_1_1,,
1_1,1_87871,1_170927_3_1,1,1_1_1,,
1_1,1_87871,1_170927_5_1,1,1_1_1,,
1_1,1_87871,1_170928_1_1,1,1_1_1,,
1_1,1_87871,1_170928_3_1,1,1_1_1,,
1_1,1_87872,1_170929_2_0,0,1_1_0,,
1_1,1_87872,1_170929_4_0,0,1_1_0,,
1_1,1_87872,1_170929_-99_0,0,svc_1_170929_-99,,
1_1,1_87872,1_170930_2_0,0,1_1_0,,
1_1,1_87872,1_170930_4_0,0,1_1_0,,
1_1,1_87872,1_170930_6_0,0,1_1_0,,
1_1,1_87872,1_170930_-99_0,0,svc_1_170930_-99,,
1_1,1_87872,1_170929_1_1,1,1_1_1,,
1_1,1_87872,1_170929_3_1,1,1_1_1,,
1_1,1_87872,1_170930_1_1,1,1_1_1,,
1_1,1_87872,1_170930_3_1,1,1_1_1,,
1_1,1_87872,1_170930_5_1,1,1_1_1,,
1_1,1_87873,1_170931_10_0,0,1_1_0,,
1_1,1_87873,1_170931_12_0,0,1_1_0,,
1_1,1_87873,1_170931_2_0,0,1_1_0,,
1_1,1_87873,1_170931_4_0,0,1_1_0,,
1_1,1_87873,1_170931_-5_0,0,svc_1_170931_-5,,
1_1,1_87873,1_170931_-6_0,0,svc_1_170931_-6,,
1_1,1_87873,1_170931_8_0,0,1_1_0,,
1_1,1_87873,1_170932_10_0,0,1_1_0,,
1_1,1_87873,1_170932_12_0,0,1_1_0,,
1_1,1_87873,1_170932_14_0,0,1_1_0,,
1_1,1_87873,1_170932_2_0,0,1_1_0,,
1_1,1_87873,1_170932_4_0,0,1_1_0,,
1_1,1_87873,1_170932_6_0,0,1_1_0,,
1_1,1_87873,1_170932_-7_0,0,svc_1_170932_-7,,
1_1,1_87873,1_170932_-8_0,0,svc_1_170932_-8,,
1_1,1_87873,1_170932_-99_0,0,svc_1_170932_-99,,
1_1,1_87873,1_170931_1_1,1,1_1_1,,
1_1,1_87873,1_170931_11_1,1,1_1_1,,
1_1,1_87873,1_170931_3_1,1,1_1_1,,
1_1,1_87873,1_170931_7_1,1,1_1_1,,
1_1,1_87873,1_170931_9_1,1,1_1_1,,
1_1,1_87873,1_170932_11_1,1,1_1_1,,
1_1,1_87873,1_170932_13_1,1,1_1_1,,
1_1,1_87873,1_170932_3_1,1,1_1_1,,
1_1,1_87873,1_170932_5_1,1,1_1_1,,
1_1,1_87873,1_170932_9_1,1,1_1_1,,
1_1,1_87874,1_170933_2_0,0,1_1_0,,
1_1,1_87874,1_170933_4_0,0,1_1_0,,
1_1,1_87874,1_170933_6_0,0,1_1_0,,
1_1,1_87874,1_170933_-99_0,0,svc_1_170933_-99,,
1_1,1_87874,1_170934_2_0,0,1_1_0,,
1_1,1_87874,1_170934_4_0,0,1_1_0,,
1_1,1_87874,1_170934_-99_0,0,svc_1_170934_-99,,
1_1,1_87874,1_170933_1_1,1,1_1_1,,
1_1,1_87874,1_170933_3_1,1,1_1_1,,
1_1,1_87874,1_170933_5_1,1,1_1_1,,
1_1,1_87874,1_170934_1_1,1,1_1_1,,
1_1,1_87874,1_170934_3_1,1,1_1_1,,
1_1,1_87875,1_170935_10_0,0,1_1_0,,
1_1,1_87875,1_170935_12_0,0,1_1_0,,
1_1,1_87875,1_170935_2_0,0,1_1_0,,
1_1,1_87875,1_170935_4_0,0,1_1_0,,
1_1,1_87875,1_170935_-5_0,0,svc_1_170935_-5,,
1_1,1_87875,1_170935_-6_0,0,svc_1_170935_-6,,
1_1,1_87875,1_170935_8_0,0,1_1_0,,
1_1,1_87875,1_170936_10_0,0,1_1_0,,
1_1,1_87875,1_170936_12_0,0,1_1_0,,
1_1,1_87875,1_170936_14_0,0,1_1_0,,
1_1,1_87875,1_170936_2_0,0,1_1_0,,
1_1,1_87875,1_170936_4_0,0,1_1_0,,
1_1,1_87875,1_170936_6_0,0,1_1_0,,
1_1,1_87875,1_170936_-7_0,0,svc_1_170936_-7,,
1_1,1_87875,1_170936_-8_0,0,svc_1_170936_-8,,
1_1,1_87875,1_170936_-99_0,0,svc_1_170936_-99,,
1_1,1_87875,1_170935_1_1,1,1_1_1,,
1_1,1_87875,1_170935_11_1,1,1_1_1,,
1_1,1_87875,1_170935_3_1,1,1_1_1,,
1_1,1_87875,1_170935_7_1,1,1_1_1,,
1_1,1_87875,1_170935_9_1,1,1_1_1,,
1_1,1_87875,1_170936_11_1,1,1_1_1,,
1_1,1_87875,1_170936_13_1,1,1_1_1,,
1_1,1_87875,1_170936_3_1,1,1_1_1,,
1_1,1_87875,1_170936_5_1,1,1_1_1,,
1_1,1_87875,1_170936_9_1,1,1_1_1,,
1_1,1_87876,1_170937_2_0,0,1_1_0,,
1_1,1_87876,1_170937_4_0,0,1_1_0,,
1_1,1_87876,1_170937_-99_0,0,svc_1_170937_-99,,
1_1,1_87876,1_170938_2_0,0,1_1_0,,
1_1,1_87876,1_170938_4_0,0,1_1_0,,
1_1,1_87876,1_170938_6_0,0,1_1_0,,
1_1,1_87876,1_170938_-99_0,0,svc_1_170938_-99,,
1_1,1_87876,1_170937_1_1,1,1_1_1,,
1_1,1_87876,1_170937_3_1,1,1_1_1,,
1_1,1_87876,1_170938_1_1,1,1_1_1,,
1_1,1_87876,1_170938_3_1,1,1_1_1,,
1_1,1_87876,1_170938_5_1,1,1_1_1,,
1_1,1_87877,1_170939_2_0,0,1_1_0,,
1_1,1_87877,1_170939_4_0,0,1_1_0,,
1_1,1_87877,1_170939_-99_0,0,svc_1_170939_-99,,
1_1,1_87877,1_170940_2_0,0,1_1_0,,
1_1,1_87877,1_170940_4_0,0,1_1_0,,
1_1,1_87877,1_170940_6_0,0,1_1_0,,
1_1,1_87877,1_170940_-99_0,0,svc_1_170940_-99,,
1_1,1_87877,1_170939_1_1,1,1_1_1,,
1_1,1_87877,1_170939_3_1,1,1_1_1,,
1_1,1_87877,1_170940_1_1,1,1_1_1,,
1_1,1_87877,1_170940_3_1,1,1_1_1,,
1_1,1_87877,1_170940_5_1,1,1_1_1,,
1_1,1_87878,1_170941_10_0,0,1_1_0,,
1_1,1_87878,1_170941_12_0,0,1_1_0,,
1_1,1_87878,1_170941_2_0,0,1_1_0,,
1_1,1_87878,1_170941_4_0,0,1_1_0,,
1_1,1_87878,1_170941_-5_0,0,svc_1_170941_-5,,
1_1,1_87878,1_170941_-6_0,0,svc_1_170941_-6,,
1_1,1_87878,1_170941_8_0,0,1_1_0,,
1_1,1_87878,1_170942_-10_0,0,svc_1_170942_-10,,
1_1,1_87878,1_170942_12_0,0,1_1_0,,
1_1,1_87878,1_170942_14_0,0,1_1_0,,
1_1,1_87878,1_170942_2_0,0,1_1_0,,
1_1,1_87878,1_170942_4_0,0,1_1_0,,
1_1,1_87878,1_170942_6_0,0,1_1_0,,
1_1,1_87878,1_170942_8_0,0,1_1_0,,
1_1,1_87878,1_170942_-9_0,0,svc_1_170942_-9,,
1_1,1_87878,1_170942_-99_0,0,svc_1_170942_-99,,
1_1,1_87878,1_170941_1_1,1,1_1_1,,
1_1,1_87878,1_170941_11_1,1,1_1_1,,
1_1,1_87878,1_170941_3_1,1,1_1_1,,
1_1,1_87878,1_170941_7_1,1,1_1_1,,
1_1,1_87878,1_170941_9_1,1,1_1_1,,
1_1,1_87878,1_170942_11_1,1,1_1_1,,
1_1,1_87878,1_170942_13_1,1,1_1_1,,
1_1,1_87878,1_170942_3_1,1,1_1_1,,
1_1,1_87878,1_170942_5_1,1,1_1_1,,
1_1,1_87878,1_170942_7_1,1,1_1_1,,
1_1,1_87879,1_170943_2_0,0,1_1_0,,
1_1,1_87879,1_170943_4_0,0,1_1_0,,
1_1,1_87879,1_170943_-99_0,0,svc_1_170943_-99,,
1_1,1_87879,1_170944_2_0,0,1_1_0,,
1_1,1_87879,1_170944_4_0,0,1_1_0,,
1_1,1_87879,1_170944_6_0,0,1_1_0,,
1_1,1_87879,1_170944_-99_0,0,svc_1_170944_-99,,
1_1,1_87879,1_170943_1_1,1,1_1_1,,
1_1,1_87879,1_170943_3_1,1,1_1_1,,
1_1,1_87879,1_170944_1_1,1,1_1_1,,
1_1,1_87879,1_170944_3_1,1,1_1_1,,
1_1,1_87879,1_170944_5_1,1,1_1_1,,
1_1,1_87880,1_170945_2_0,0,1_1_0,,
1_1,1_87880,1_170945_4_0,0,1_1_0,,
1_1,1_87880,1_170945_6_0,0,1_1_0,,
1_1,1_87880,1_170945_-99_0,0,svc_1_170945_-99,,
1_1,1_87880,1_170946_2_0,0,1_1_0,,
1_1,1_87880,1_170946_4_0,0,1_1_0,,
1_1,1_87880,1_170946_-99_0,0,svc_1_170946_-99,,
1_1,1_87880,1_170945_1_1,1,1_1_1,,
1_1,1_87880,1_170945_3_1,1,1_1_1,,
1_1,1_87880,1_170945_5_1,1,1_1_1,,
1_1,1_87880,1_170946_1_1,1,1_1_1,,
1_1,1_87880,1_170946_3_1,1,1_1_1,,
1_1,1_87881,1_170947_10_0,0,1_1_0,,
1_1,1_87881,1_170947_12_0,0,1_1_0,,
1_1,1_87881,1_170947_2_0,0,1_1_0,,
1_1,1_87881,1_170947_4_0,0,1_1_0,,
1_1,1_87881,1_170947_6_0,0,1_1_0,,
1_1,1_87881,1_170947_-7_0,0,svc_1_170947_-7,,
1_1,1_87881,1_170947_-8_0,0,svc_1_170947_-8,,
1_1,1_87881,1_170948_10_0,0,1_1_0,,
1_1,1_87881,1_170948_12_0,0,1_1_0,,
1_1,1_87881,1_170948_14_0,0,1_1_0,,
1_1,1_87881,1_170948_2_0,0,1_1_0,,
1_1,1_87881,1_170948_4_0,0,1_1_0,,
1_1,1_87881,1_170948_6_0,0,1_1_0,,
1_1,1_87881,1_170948_-7_0,0,svc_1_170948_-7,,
1_1,1_87881,1_170948_-8_0,0,svc_1_170948_-8,,
1_1,1_87881,1_170948_-99_0,0,svc_1_170948_-99,,
1_1,1_87881,1_170947_1_1,1,1_1_1,,
1_1,1_87881,1_170947_11_1,1,1_1_1,,
1_1,1_87881,1_170947_3_1,1,1_1_1,,
1_1,1_87881,1_170947_5_1,1,1_1_1,,
1_1,1_87881,1_170947_9_1,1,1_1_1,,
1_1,1_87881,1_170948_11_1,1,1_1_1,,
1_1,1_87881,1_170948_13_1,1,1_1_1,,
1_1,1_87881,1_170948_3_1,1,1_1_1,,
1_1,1_87881,1_170948_5_1,1,1_1_1,,
1_1,1_87881,1_170948_9_1,1,1_1_1,,
1_1,1_87882,1_170949_2_0,0,1_1_0,,
1_1,1_87882,1_170949_4_0,0,1_1_0,,
1_1,1_87882,1_170949_-99_0,0,svc_1_170949_-99,,
1_1,1_87882,1_170950_2_0,0,1_1_0,,
1_1,1_87882,1_170950_4_0,0,1_1_0,,
1_1,1_87882,1_170950_6_0,0,1_1_0,,
1_1,1_87882,1_170950_-99_0,0,svc_1_170950_-99,,
1_1,1_87882,1_170949_1_1,1,1_1_1,,
1_1,1_87882,1_170949_3_1,1,1_1_1,,
1_1,1_87882,1_170950_1_1,1,1_1_1,,
1_1,1_87882,1_170950_3_1,1,1_1_1,,
1_1,1_87882,1_170950_5_1,1,1_1_1,,
1_1,1_87883,1_170951_10_0,0,1_1_0,,
1_1,1_87883,1_170951_12_0,0,1_1_0,,
1_1,1_87883,1_170951_2_0,0,1_1_0,,
1_1,1_87883,1_170951_4_0,0,1_1_0,,
1_1,1_87883,1_170951_-5_0,0,svc_1_170951_-5,,
1_1,1_87883,1_170951_-6_0,0,svc_1_170951_-6,,
1_1,1_87883,1_170951_8_0,0,1_1_0,,
1_1,1_87883,1_170952_-10_0,0,svc_1_170952_-10,,
1_1,1_87883,1_170952_12_0,0,1_1_0,,
1_1,1_87883,1_170952_14_0,0,1_1_0,,
1_1,1_87883,1_170952_2_0,0,1_1_0,,
1_1,1_87883,1_170952_4_0,0,1_1_0,,
1_1,1_87883,1_170952_6_0,0,1_1_0,,
1_1,1_87883,1_170952_8_0,0,1_1_0,,
1_1,1_87883,1_170952_-9_0,0,svc_1_170952_-9,,
1_1,1_87883,1_170952_-99_0,0,svc_1_170952_-99,,
1_1,1_87883,1_170951_1_1,1,1_1_1,,
1_1,1_87883,1_170951_11_1,1,1_1_1,,
1_1,1_87883,1_170951_3_1,1,1_1_1,,
1_1,1_87883,1_170951_7_1,1,1_1_1,,
1_1,1_87883,1_170951_9_1,1,1_1_1,,
1_1,1_87883,1_170952_11_1,1,1_1_1,,
1_1,1_87883,1_170952_13_1,1,1_1_1,,
1_1,1_87883,1_170952_3_1,1,1_1_1,,
1_1,1_87883,1_170952_5_1,1,1_1_1,,
1_1,1_87883,1_170952_7_1,1,1_1_1,,
1_1,1_87884,1_170953_2_0,0,1_1_0,,
1_1,1_87884,1_170953_4_0,0,1_1_0,,
1_1,1_87884,1_170953_6_0,0,1_1_0,,
1_1,1_87884,1_170953_-99_0,0,svc_1_170953_-99,,
1_1,1_87884,1_170954_2_0,0,1_1_0,,
1_1,1_87884,1_170954_4_0,0,1_1_0,,
1_1,1_87884,1_170954_6_0,0,1_1_0,,
1_1,1_87884,1_170954_-99_0,0,svc_1_170954_-99,,
1_1,1_87884,1_170953_1_1,1,1_1_1,,
1_1,1_87884,1_170953_3_1,1,1_1_1,,
1_1,1_87884,1_170953_5_1,1,1_1_1,,
1_1,1_87884,1_170954_1_1,1,1_1_1,,
1_1,1_87884,1_170954_3_1,1,1_1_1,,
1_1,1_87884,1_170954_5_1,1,1_1_1,,
1_1,1_87885,1_170955_10_0,0,1_1_0,,
1_1,1_87885,1_170955_12_0,0,1_1_0,,
1_1,1_87885,1_170955_2_0,0,1_1_0,,
1_1,1_87885,1_170955_4_0,0,1_1_0,,
1_1,1_87885,1_170955_6_0,0,1_1_0,,
1_1,1_87885,1_170955_-7_0,0,svc_1_170955_-7,,
1_1,1_87885,1_170955_-8_0,0,svc_1_170955_-8,,
1_1,1_87885,1_170956_-10_0,0,svc_1_170956_-10,,
1_1,1_87885,1_170956_12_0,0,1_1_0,,
1_1,1_87885,1_170956_14_0,0,1_1_0,,
1_1,1_87885,1_170956_2_0,0,1_1_0,,
1_1,1_87885,1_170956_4_0,0,1_1_0,,
1_1,1_87885,1_170956_6_0,0,1_1_0,,
1_1,1_87885,1_170956_8_0,0,1_1_0,,
1_1,1_87885,1_170956_-9_0,0,svc_1_170956_-9,,
1_1,1_87885,1_170956_-99_0,0,svc_1_170956_-99,,
1_1,1_87885,1_170955_1_1,1,1_1_1,,
1_1,1_87885,1_170955_11_1,1,1_1_1,,
1_1,1_87885,1_170955_3_1,1,1_1_1,,
1_1,1_87885,1_170955_5_1,1,1_1_1,,
1_1,1_87885,1_170955_9_1,1,1_1_1,,
1_1,1_87885,1_170956_11_1,1,1_1_1,,
1_1,1_87885,1_170956_13_1,1,1_1_1,,
1_1,1_87885,1_170956_3_1,1,1_1_1,,
1_1,1_87885,1_170956_5_1,1,1_1_1,,
1_1,1_87885,1_170956_7_1,1,1_1_1,,
1_1,1_87886,1_170957_2_0,0,1_1_0,,
1_1,1_87886,1_170957_4_0,0,1_1_0,,
1_1,1_87886,1_170957_6_0,0,1_1_0,,
1_1,1_87886,1_170957_-99_0,0,svc_1_170957_-99,,
1_1,1_87886,1_170958_2_0,0,1_1_0,,
1_1,1_87886,1_170958_4_0,0,1_1_0,,
1_1,1_87886,1_170958_-99_0,0,svc_1_170958_-99,,
1_1,1_87886,1_170957_1_1,1,1_1_1,,
1_1,1_87886,1_170957_3_1,1,1_1_1,,
1_1,1_87886,1_170957_5_1,1,1_1_1,,
1_1,1_87886,1_170958_1_1,1,1_1_1,,
1_1,1_87886,1_170958_3_1,1,1_1_1,,
1_1,1_89001,1_173113_10_0,0,1_1_0,,
1_1,1_89001,1_173113_12_0,0,1_1_0,,
1_1,1_89001,1_173113_2_0,0,1_1_0,,
1_1,1_89001,1_173113_4_0,0,1_1_0,,
1_1,1_89001,1_173113_6_0,0,1_1_0,,
1_1,1_89001,1_173113_-7_0,0,svc_1_173113_-7,,
1_1,1_89001,1_173113_-8_0,0,svc_1_173113_-8,,
1_1,1_89001,1_173114_10_0,0,1_1_0,,
1_1,1_89001,1_173114_12_0,0,1_1_0,,
1_1,1_89001,1_173114_2_0,0,1_1_0,,
1_1,1_89001,1_173114_4_0,0,1_1_0,,
1_1,1_89001,1_173114_6_0,0,1_1_0,,
1_1,1_89001,1_173114_-7_0,0,svc_1_173114_-7,,
1_1,1_89001,1_173114_-8_0,0,svc_1_173114_-8,,
1_1,1_89001,1_173114_-99_0,0,svc_1_173114_-99,,
1_1,1_89001,1_173113_1_1,1,1_1_1,,
1_1,1_89001,1_173113_11_1,1,1_1_1,,
1_1,1_89001,1_173113_13_1,1,1_1_1,,
1_1,1_89001,1_173113_3_1,1,1_1_1,,
1_1,1_89001,1_173113_5_1,1,1_1_1,,
1_1,1_89001,1_173113_9_1,1,1_1_1,,
1_1,1_89001,1_173114_1_1,1,1_1_1,,
1_1,1_89001,1_173114_11_1,1,1_1_1,,
1_1,1_89001,1_173114_3_1,1,1_1_1,,
1_1,1_89001,1_173114_5_1,1,1_1_1,,
1_1,1_89001,1_173114_9_1,1,1_1_1,,
1_1,1_89002,1_173115_10_0,0,1_1_0,,
1_1,1_89002,1_173115_12_0,0,1_1_0,,
1_1,1_89002,1_173115_2_0,0,1_1_0,,
1_1,1_89002,1_173115_4_0,0,1_1_0,,
1_1,1_89002,1_173115_-5_0,0,svc_1_173115_-5,,
1_1,1_89002,1_173115_-6_0,0,svc_1_173115_-6,,
1_1,1_89002,1_173115_8_0,0,1_1_0,,
1_1,1_89002,1_173116_10_0,0,1_1_0,,
1_1,1_89002,1_173116_12_0,0,1_1_0,,
1_1,1_89002,1_173116_2_0,0,1_1_0,,
1_1,1_89002,1_173116_4_0,0,1_1_0,,
1_1,1_89002,1_173116_6_0,0,1_1_0,,
1_1,1_89002,1_173116_-7_0,0,svc_1_173116_-7,,
1_1,1_89002,1_173116_-8_0,0,svc_1_173116_-8,,
1_1,1_89002,1_173116_-99_0,0,svc_1_173116_-99,,
1_1,1_89002,1_173115_1_1,1,1_1_1,,
1_1,1_89002,1_173115_11_1,1,1_1_1,,
1_1,1_89002,1_173115_13_1,1,1_1_1,,
1_1,1_89002,1_173115_3_1,1,1_1_1,,
1_1,1_89002,1_173115_7_1,1,1_1_1,,
1_1,1_89002,1_173115_9_1,1,1_1_1,,
1_1,1_89002,1_173116_1_1,1,1_1_1,,
1_1,1_89002,1_173116_11_1,1,1_1_1,,
1_1,1_89002,1_173116_3_1,1,1_1_1,,
1_1,1_89002,1_173116_5_1,1,1_1_1,,
1_1,1_89002,1_173116_9_1,1,1_1_1,,
1_1,1_89003,1_173117_10_0,0,1_1_0,,
1_1,1_89003,1_173117_12_0,0,1_1_0,,
1_1,1_89003,1_173117_2_0,0,1_1_0,,
1_1,1_89003,1_173117_4_0,0,1_1_0,,
1_1,1_89003,1_173117_-5_0,0,svc_1_173117_-5,,
1_1,1_89003,1_173117_-6_0,0,svc_1_173117_-6,,
1_1,1_89003,1_173117_8_0,0,1_1_0,,
1_1,1_89003,1_173118_10_0,0,1_1_0,,
1_1,1_89003,1_173118_12_0,0,1_1_0,,
1_1,1_89003,1_173118_2_0,0,1_1_0,,
1_1,1_89003,1_173118_4_0,0,1_1_0,,
1_1,1_89003,1_173118_6_0,0,1_1_0,,
1_1,1_89003,1_173118_-7_0,0,svc_1_173118_-7,,
1_1,1_89003,1_173118_-8_0,0,svc_1_173118_-8,,
1_1,1_89003,1_173118_-99_0,0,svc_1_173118_-99,,
1_1,1_89003,1_173117_1_1,1,1_1_1,,
1_1,1_89003,1_173117_11_1,1,1_1_1,,
1_1,1_89003,1_173117_13_1,1,1_1_1,,
1_1,1_89003,1_173117_3_1,1,1_1_1,,
1_1,1_89003,1_173117_7_1,1,1_1_1,,
1_1,1_89003,1_173117_9_1,1,1_1_1,,
1_1,1_89003,1_173118_1_1,1,1_1_1,,
1_1,1_89003,1_173118_11_1,1,1_1_1,,
1_1,1_89003,1_173118_3_1,1,1_1_1,,
1_1,1_89003,1_173118_5_1,1,1_1_1,,
1_1,1_89003,1_173118_9_1,1,1_1_1,,
1_1,1_89004,1_173119_10_0,0,1_1_0,,
1_1,1_89004,1_173119_12_0,0,1_1_0,,
1_1,1_89004,1_173119_14_0,0,1_1_0,,
1_1,1_89004,1_173119_2_0,0,1_1_0,,
1_1,1_89004,1_173119_4_0,0,1_1_0,,
1_1,1_89004,1_173119_6_0,0,1_1_0,,
1_1,1_89004,1_173119_-7_0,0,svc_1_173119_-7,,
1_1,1_89004,1_173119_-8_0,0,svc_1_173119_-8,,
1_1,1_89004,1_173119_-99_0,0,svc_1_173119_-99,,
